point_time  ,PGEPWR ,SPNETPWR ,COGENKW ,F75406DUP ,FS74409DUP ,F7427DUP ,F7428DUP ,F7431DUP ,F7432DUP ,F7425 ,F7424 ,F7422 ,F7421 ,F1325 ,F71201DUP ,F71101DUP ,F71324_PVEUDUP ,F71202DUP ,F71102DUP ,F71325_PVEUDUP
12/04/2017 00:00:00,    -0.03,     0.00,  2694.19,   946.21, 11292.46,   361.26,     0.00,     4.48,     0.00, 10590.15,     0.00,  1789.62, 10923.47,    40.70,     0.00,   449.16,     0.00,     0.00,     0.00,     0.00
12/04/2017 01:00:00,    -1.65,     0.00,  2617.76,   927.12, 10800.61,   266.97,     0.00,     3.59,     0.00,  7737.12,     0.00,  1790.77, 13492.03,    31.63,     0.00,   469.26,     0.00,     0.00,     0.00,     0.00
12/04/2017 02:00:00,     0.55,     0.00,  2568.36,   915.38, 10430.96,   242.54,     0.00,     4.50,     0.00,  7132.14,     0.00,  1826.00, 13377.51,    25.94,     0.00,   426.90,     0.00,     0.00,     0.00,     0.00
12/04/2017 03:00:00,     0.18,     0.00,  2533.77,   906.30, 10193.47,   242.42,     0.00,     3.61,     0.00,  7094.99,     0.00,  1831.32, 12395.86,    21.52,     0.00,   458.27,     0.00,     0.00,     0.00,     0.00
12/04/2017 04:00:00,    -2.25,     0.00,  2529.97,   905.45, 10112.67,   178.53,     0.00,     3.41,     0.00,  5175.42,     0.00,  1809.88, 12899.07,    18.13,     0.00,   416.43,     0.00,     0.00,     0.00,     0.00
12/04/2017 05:00:00,    -2.52,     0.00,  2543.29,   908.95, 10079.69,   166.19,     0.00,     4.47,     0.00,  4815.73,     0.00,  1819.40, 12948.02,    16.01,     0.00,   389.18,     0.00,     0.00,     0.00,     0.00
12/04/2017 06:00:00,    -2.56,     0.00,  2569.47,   915.74, 10203.26,   166.77,     0.00,     3.67,     0.00,  4795.21,     0.00,  1839.97, 12277.73,    15.91,     0.00,   375.83,     0.00,     0.00,     0.00,     0.00
12/04/2017 07:00:00,    -3.11,     0.00,  2600.14,   922.88,  9790.13,   163.34,     0.00,     4.32,     0.00,  4607.37,     0.00,  1832.91, 12014.59,    19.58,     0.00,   381.52,     0.00,     0.00,     0.00,     0.00
12/04/2017 08:00:00,    -2.55,     0.00,  2650.06,   934.66,  8880.66,   163.08,     0.00,     6.33,     0.00,  4688.01,     0.00,  1792.83, 12602.11,    26.70,     0.00,   365.44,     0.00,     0.00,     0.00,     0.00
12/04/2017 09:00:00,     1.97,     0.00,  2704.18,   947.52,  9674.44,   163.14,     0.00,     3.58,     0.00,  4658.94,     0.00,  1737.38, 11299.61,    35.26,     0.00,   369.47,     0.00,     0.00,     0.00,     0.00
12/04/2017 10:00:00,     7.07,     0.00,  2809.86,   974.30,  9254.93,   163.09,     0.00,     2.69,     0.00,  4633.70,     0.00,  1742.55, 11457.81,    41.52,     0.00,   329.37,     0.00,     0.00,     0.00,     0.00
12/04/2017 11:00:00,    10.73,     0.00,  2839.19,   982.99,  8865.35,   163.02,     0.00,     4.46,     0.00,  4711.69,     0.00,  1741.61, 11899.37,    43.19,     0.00,   306.71,     0.00,     0.00,     0.00,     0.00
12/04/2017 12:00:00,     9.42,     0.00,  2824.46,   979.81, 10943.33,   162.97,     0.00,     3.55,     0.00,  4610.38,     0.00,  1705.38, 10155.39,    43.52,     0.00,   301.79,     0.00,     0.00,     0.00,     0.00
12/04/2017 13:00:00,    21.06,     0.00,  2862.28,   988.42, 10560.76,   162.80,     0.00,     1.80,     0.00,  4644.08,     0.00,  1695.35, 11246.73,    43.31,     0.00,   339.34,     0.00,     0.00,     0.00,     0.00
12/04/2017 14:00:00,     7.85,     0.00,  2822.97,   978.27, 10861.40,   162.78,     0.00,     3.57,     0.00,  4645.35,     0.00,  1609.75, 11475.10,    42.64,     0.00,   339.07,     0.00,     0.00,     0.00,     0.00
12/04/2017 15:00:00,     7.04,     0.00,  2751.58,   961.52, 11911.51,   168.62,     0.00,     4.47,     0.00,  4977.97,     0.00,  1621.30, 10335.85,    38.14,     0.00,   343.25,     0.00,     0.00,     0.00,     0.00
12/04/2017 16:00:00,     4.88,     0.00,  2702.61,   949.08, 11731.96,   182.36,     0.00,     3.56,     0.00,  5279.78,     0.00,  1730.06, 10643.67,    35.66,     0.00,   389.93,     0.00,     0.00,     0.00,     0.00
12/04/2017 17:00:00,     2.42,     0.00,  2740.76,   958.97, 11739.48,   108.44,     0.00,     2.69,     0.00,  2719.95,     0.00,  1758.38, 12988.21,    35.52,     0.00,   377.91,     0.00,     0.00,     0.00,     0.00
12/04/2017 18:00:00,     2.71,     0.00,  2705.99,   949.96, 11608.16,   195.15,     0.00,     4.45,     0.00,  5664.33,     0.00,  1804.06, 10780.89,    35.10,     0.00,   360.39,     0.00,     0.00,     0.00,     0.00
12/04/2017 19:00:00,     0.41,     0.00,  2690.35,   945.60, 11494.89,   213.32,     0.00,     3.50,     0.00,  6261.17,     0.00,  1820.57, 10377.21,    36.66,     0.00,   384.37,     0.00,     0.00,     0.00,     0.00
12/04/2017 20:00:00,     1.55,     0.00,  2740.58,   956.79, 10959.63,   165.89,     0.00,     4.72,     0.00,  4605.30,     0.00,  1784.90, 12862.17,    38.66,     0.00,   392.20,     0.00,     0.00,     0.00,     0.00
12/04/2017 21:00:00,    -1.81,     0.00,  2713.56,   949.92, 11073.73,   191.21,     0.00,     3.54,     0.00,  5733.88,     0.00,  1781.93, 12148.70,    40.05,     0.00,   356.06,     0.00,     0.00,     0.00,     0.00
12/04/2017 22:00:00,    -2.15,     0.00,  2725.72,   953.72, 11627.14,   260.92,     0.00,     2.69,     0.00,  7715.91,     0.00,  1822.67,  9989.73,    41.05,     0.00,   428.68,     0.00,     0.00,     0.00,     0.00
12/04/2017 23:00:00,    -3.68,     0.00,  2735.81,   955.41, 11539.58,   188.97,     0.00,     3.58,     0.00,  5513.92,     0.00,  1822.45, 12738.19,    41.53,     0.00,   471.49,     0.00,     0.00,     0.00,     0.00
12/05/2017 00:00:00,     1.25,     0.00,  2728.61,   954.38, 11443.57,   229.67,     0.00,     4.49,     0.00,  6822.08,     0.00,  1834.05, 11971.35,    40.30,     0.00,   409.75,     0.00,     0.00,     0.00,     0.00
12/05/2017 01:00:00,    -4.31,     0.00,  2603.74,   924.22, 10856.06,   243.46,     0.00,     3.61,     0.00,  6994.57,     0.00,  1830.41, 11914.31,    32.65,     0.00,   481.13,     0.00,     0.00,     0.00,     0.00
12/05/2017 02:00:00,    -5.35,     0.00,  2540.49,   908.88, 10497.68,   171.29,     0.00,     2.69,     0.00,  5013.96,     0.00,  1821.69, 12799.67,    26.19,     0.00,   447.89,     0.00,     0.00,     0.00,     0.00
12/05/2017 03:00:00,    -4.17,     0.00,  2500.95,   898.63, 10198.57,   174.73,     0.00,     3.58,     0.00,  5030.49,     0.00,  1816.86, 11970.90,    21.25,     0.00,   466.41,     0.00,     0.00,     0.00,     0.00
12/05/2017 04:00:00,    -7.93,     0.00,  2495.22,   896.71, 10153.31,   109.18,     0.00,     4.41,     0.00,  2739.06,     0.00,  1822.21, 12480.44,    18.18,     0.00,   466.78,     0.00,     0.00,     0.00,     0.00
12/05/2017 05:00:00,    -7.44,     0.00,  2536.99,   907.40, 10242.76,   133.61,     0.00,     2.69,     0.00,  3411.70,     0.00,  1822.90, 11787.59,    16.35,     0.00,   457.65,     0.00,     0.00,     0.00,     0.00
12/05/2017 06:00:00,    -6.84,     0.00,  2559.80,   913.45, 10462.20,    53.94,     0.00,     3.57,     0.00,   997.13,     0.00,  1820.82, 13183.47,    15.91,     0.00,   472.98,     0.00,     0.00,     0.00,     0.00
12/05/2017 07:00:00,    -7.89,     0.00,  2584.42,   920.04, 10547.67,    98.41,     0.00,     4.46,     0.00,  2111.33,     0.00,  1818.02, 11421.77,    19.77,     0.00,   437.67,     0.00,     0.00,     0.00,     0.00
12/05/2017 08:00:00,   -10.44,     0.00,  2703.61,   947.82, 10863.69,    22.05,     0.00,     3.54,     0.00,   278.96,     0.00,  1748.48, 12771.55,    28.20,     0.00,   440.08,     0.00,     0.00,     0.00,     0.00
12/05/2017 09:00:00,   205.31,     0.00,  2919.92,  1003.24, 12257.40,    26.90,     0.00,     4.48,     0.00,   337.71,     0.00,  1683.85, 11045.43,    37.54,     0.00,   386.45,     0.00,     0.00,     0.00,     0.00
12/05/2017 10:00:00,    33.66,     0.00,  2851.50,   986.49, 12408.33,    89.49,     0.00,     3.60,     0.00,  2160.84,     0.00,  1645.66, 11449.46,    41.84,     0.00,   395.92,     0.00,     0.00,     0.00,     0.00
12/05/2017 11:00:00,     9.12,     0.00,  2873.45,   991.44, 11724.98,   118.24,     0.00,     4.51,     0.00,  3024.02,     0.00,  1595.62, 11936.32,    45.20,     0.00,   404.09,     0.00,     0.00,     0.00,     0.00
12/05/2017 12:00:00,     6.82,     0.00,  2871.18,   990.93, 11972.68,   162.90,     0.00,     4.32,     0.00,  4474.59,     0.00,  1471.05, 10973.98,    46.16,     0.00,   360.83,     0.00,     0.00,     0.00,     0.00
12/05/2017 13:00:00,     5.70,     0.00,  2886.95,   996.04, 12833.45,    91.56,     0.00,     3.71,     0.00,  2216.99,     0.00,  1494.32, 12917.39,    45.06,     0.00,   395.45,     0.00,     0.00,     0.00,     0.00
12/05/2017 14:00:00,     6.47,     0.00,  2862.79,   990.38, 12747.10,   157.37,     0.00,     4.43,     0.00,  4167.30,     0.00,  1503.42, 11033.23,    42.27,     0.00,   336.29,     0.00,     0.00,     0.00,     0.00
